message,label
Swiggy: Your order #737599 has been delivered. Rate your experience: https://short.url/47054,0
Job Alert: TCS hiring freshers! CTC 7LPA. Apply by 27-Jan-25: https://short.url/35048,0
"Dear Customer, A/C XX9300 debited by INR 28.00 on 22-Apr-25. Trf to VPA salary@hdfc. Ref No 715381. Not you? Call 1800521407 -SBI",1
Loan approved! Get ₹100000 personal loan at 9.99% interest. Call 689.535.4073x584 -ICICI Loans,0
Your PNB a/c 1353 debited ₹46430.00 on 9-Jul-25. UPI txn to VPA zomato@upi. Dispute: 1800714444,1
Dominos: Your order #930857 has been delivered. Rate your experience: https://short.url/90488,0
IRCTC: WL15 for 12834 BBS-HWH Exp has been CONFIRMED. Charting at 11:24 hrs,0
Your PNB a/c 7944 credited ₹33137.00 (UPI Ref 462624) from VPA mobile@upi. Bal: ₹62827,1
UPI payment of ₹23760.00 to JioFiber (UPI Ref 154154) successful. Avl Bal: ₹5782 -SBI,1
UPI payment of ₹14444.00 to JioFiber (UPI Ref 905508) successful. Avl Bal: ₹17221 -HDFC,1
Loan approved! Get ₹50000 personal loan at 10.9% interest. Call 001-401-260-5997x641 -Kotak Loans,0
Your a/c XXXXX2776 credited INR 36316.00 by UPI REF NO 197833 on 12-Apr-25. Bal: INR 12139 -Kotak,1
Google Alert: New login detected from Mumbai on Firefox Linux. Approve? Reply Y/N,0
Money sent: ₹45586.00 to VPA zomato@upi UPI Ref 146619. Current balance: ₹34902 -ICICI,1
Alert: Acct XXX8513 debited Rs.15211.00 on 26-Mar-25 to Electricity.UPI. Call 1800220760 if unrecognized -IndusInd,1
Your HDFC a/c 6900 credited ₹45290.00 (UPI Ref 425002) from VPA zomato@upi. Bal: ₹66999,1
Your IDFC FIRST a/c 5900 debited ₹11414.00 on 28-Mar-25. UPI txn to VPA mobile@upi. Dispute: 1800048728,1
Loan approved! Get ₹200000 personal loan at 8.75% interest. Call 764.552.1760x8227 -Yes Bank Loans,0
UPI payment of ₹32451.00 to Swiggy (UPI Ref 424244) successful. Avl Bal: ₹11203 -SBI,1
Swiggy: Your order #904919 has been delivered. Rate your experience: https://short.url/25935,0
Your OTP for Hotstar login is 370051. Valid for 10 mins. Do not share with anyone.,0
Your Netflix subscription will renew on 3-Oct-25 for ₹176. Manage account: https://short.url/94887,0
UPI: INR 23586.00 paid to Diya (UPI Ref 632584). Not you? Block txn: https://short.url/98023 -Kotak,1
Your OTP for Netflix login is 759500. Valid for 10 mins. Do not share with anyone.,0
Flipkart Big Billion Days: Get 55% off on furniture. Shop now: https://short.url/39040,0
Job Alert: Infosys hiring freshers! CTC 9LPA. Apply by 27-Sep-25: https://short.url/42364,0
Alert: Acct XXX3613 debited Rs.33827.00 on 25-Sep-25 to Electricity.UPI. Call 1800808716 if unrecognized -IDFC FIRST,1
Amazon Great Indian Sale: Get 74% off on grocery. Shop now: https://short.url/74921,0
UPI AutoPay: ₹16975.00 deducted for Hotstar SUBSCRPTN Ref 628933. Next due 21-Apr-25 -Kotak,1
UPI AutoPay: ₹47274.00 deducted for YouTube Premium SUBSCRPTN Ref 776728. Next due 6-Apr-25 -PNB,1
UPI payment of ₹14874.00 to AmazonPay.UPI (UPI Ref 946235) successful. Avl Bal: ₹11956 -ICICI,1
Received Rs.5990.00 from VPA zomato@upi UPI Ref 494399. Current balance: Rs.48124 -PNB,1
Myntra End of Season Sale: Get 27% off on fashion. Shop now: https://short.url/93234,0
Google Alert: New login detected from Bangalore on Edge Windows. Approve? Reply Y/N,0
Your HDFC a/c 4545 credited ₹18774.00 (UPI Ref 516676) from VPA electricity@upi. Bal: ₹94173,1
"Dear Customer, A/C XX4869 debited by INR 39538.00 on 13-Mar-25. Trf to VPA electricity@upi. Ref No 519192. Not you? Call 1800300517 -HDFC",1
BSNL: Your bill of ₹554 due on 18-Oct-25. Pay now: https://short.url/58647 to avoid disconnection,0
Your OTP for Netflix login is 503621. Valid for 10 mins. Do not share with anyone.,0
Your Axis a/c 7450 debited ₹27537.00 on 12-Dec-25. UPI txn to VPA rajesh@okicici. Dispute: 1800143808,1
Received Rs.18427.00 from VPA rajesh@okicici UPI Ref 325021. Current balance: Rs.40782 -PNB,1
UPI payment of ₹12687.00 to Swiggy (UPI Ref 112971) successful. Avl Bal: ₹47669 -ICICI,1
Google Alert: New login detected from Hyderabad on Chrome Windows. Approve? Reply Y/N,0
"Dear Customer, A/C XX6267 debited by INR 11898.00 on 27-Jan-25. Trf to VPA salary@hdfc. Ref No 713150. Not you? Call 1800168586 -HDFC",1
Received Rs.27345.00 from VPA zomato@upi UPI Ref 750404. Current balance: Rs.37166 -SBI,1
Your a/c XXXXX5919 credited INR 16794.00 by UPI REF NO 738868 on 16-Nov-25. Bal: INR 79165 -SBI,1
Your Hotstar subscription will renew on 11-Jun-25 for ₹893. Manage account: https://short.url/47542,0
Alert: Acct XXX9074 debited Rs.33952.00 on 14-Sep-25 to AmazonPay.UPI. Call 1800344453 if unrecognized -IDFC FIRST,1
Your YouTube Premium subscription will renew on 26-Aug-25 for ₹288. Manage account: https://short.url/88420,0
Your Axis a/c 8196 debited ₹37028.00 on 5-Oct-25. UPI txn to VPA electricity@upi. Dispute: 1800132191,1
Myntra End of Season Sale: Get 59% off on grocery. Shop now: https://short.url/20802,0
Loan approved! Get ₹200000 personal loan at 10.9% interest. Call (459)429-5746 -IDFC FIRST Loans,0
Money sent: ₹24260.00 to VPA salary@hdfc UPI Ref 584666. Current balance: ₹67384 -HDFC,1
Loan approved! Get ₹500000 personal loan at 9.99% interest. Call 206-731-8425x73512 -IDFC FIRST Loans,0
Zomato: Your order #286416 has been delivered. Rate your experience: https://short.url/41908,0
Your a/c XXXXX4496 credited INR 11203.00 by UPI REF NO 916934 on 6-Oct-25. Bal: INR 22873 -IndusInd,1
UPI AutoPay: ₹46619.00 deducted for YouTube Premium SUBSCRPTN Ref 709304. Next due 27-Apr-25 -HDFC,1
Alert: Acct XXX5102 debited Rs.6824.00 on 14-May-25 to AmazonPay.UPI. Call 1800763292 if unrecognized -ICICI,1
"Dear Customer, A/C XX5278 debited by INR 39496.00 on 24-Jan-25. Trf to VPA electricity@upi. Ref No 908201. Not you? Call 1800721301 -Axis",1
Your Amazon Prime subscription will renew on 22-Apr-25 for ₹112. Manage account: https://short.url/80831,0
Your a/c XXXXX4250 credited INR 13260.00 by UPI REF NO 269838 on 3-May-25. Bal: INR 20593 -ICICI,1
Your Axis a/c 8849 debited ₹39202.00 on 22-May-25. UPI txn to VPA electricity@upi. Dispute: 1800674004,1
Your a/c XXXXX7448 credited INR 11921.00 by UPI REF NO 394290 on 14-Jul-25. Bal: INR 57776 -ICICI,1
Your Spotify subscription will renew on 19-Oct-25 for ₹222. Manage account: https://short.url/19199,0
IRCTC: WL14 for 12956 DLI-PNBE Exp has been CONFIRMED. Charting at 15:20 hrs,0
Money sent: ₹27579.00 to VPA mobile@upi UPI Ref 493832. Current balance: ₹48840 -ICICI,1
Vodafone Idea: Your bill of ₹454 due on 25-May-25. Pay now: https://short.url/91348 to avoid disconnection,0
UPI AutoPay: ₹17739.00 deducted for Hotstar SUBSCRPTN Ref 559378. Next due 15-Apr-25 -HDFC,1
Money sent: ₹35482.00 to VPA mobile@upi UPI Ref 905293. Current balance: ₹15863 -PNB,1
Alert: Acct XXX8866 debited Rs.44661.00 on 8-Jun-25 to Swiggy. Call 1800683309 if unrecognized -SBI,1
Your OTP for YouTube Premium login is 583618. Valid for 10 mins. Do not share with anyone.,0
Flipkart Big Billion Days: Get 77% off on smartphones. Shop now: https://short.url/14221,0
Vodafone Idea: Your bill of ₹858 due on 26-Mar-25. Pay now: https://short.url/15086 to avoid disconnection,0
Alert: Acct XXX4130 debited Rs.22435.00 on 17-Dec-25 to Netflix. Call 1800307617 if unrecognized -ICICI,1
Google Alert: New login detected from Delhi on Chrome Windows. Approve? Reply Y/N,0
Received Rs.48039.00 from VPA electricity@upi UPI Ref 938192. Current balance: Rs.59422 -SBI,1
Alert: Acct XXX5572 debited Rs.45234.00 on 16-Feb-25 to AmazonPay.UPI. Call 1800053248 if unrecognized -HDFC,1
Job Alert: Wipro hiring freshers! CTC 3LPA. Apply by 20-May-25: https://short.url/33781,0
UPI payment of ₹38022.00 to Swiggy (UPI Ref 229278) successful. Avl Bal: ₹68147 -IndusInd,1
Your Kotak a/c 5069 credited ₹12295.00 (UPI Ref 696040) from VPA mobile@upi. Bal: ₹6843,1
UPI: INR 36165.00 paid to Vivaan (UPI Ref 799247). Not you? Block txn: https://short.url/96205 -Axis,1
Loan approved! Get ₹500000 personal loan at 12.5% interest. Call 001-362-889-4341x1695 -Kotak Loans,0
Alert: Acct XXX7138 debited Rs.37462.00 on 17-Sep-25 to JioFiber. Call 1800932190 if unrecognized -SBI,1
McDonald's: Your order #504546 has been delivered. Rate your experience: https://short.url/53027,0
UPI payment of ₹11674.00 to Swiggy (UPI Ref 877254) successful. Avl Bal: ₹43006 -Kotak,1
Your YouTube Premium subscription will renew on 22-Dec-25 for ₹146. Manage account: https://short.url/36149,0
Google Alert: New login detected from Bangalore on Edge Windows. Approve? Reply Y/N,0
IRCTC: WL4 for 12685 BBS-HWH Exp has been CONFIRMED. Charting at 19:53 hrs,0
"Dear Customer, A/C XX4872 debited by INR 37238.00 on 8-Dec-25. Trf to VPA electricity@upi. Ref No 888454. Not you? Call 1800251363 -Axis",1
Loan approved! Get ₹100000 personal loan at 10.9% interest. Call (663)406-2306 -Kotak Loans,0
Your IndusInd a/c 6486 credited ₹11620.00 (UPI Ref 455347) from VPA salary@hdfc. Bal: ₹44595,1
UPI: INR 31012.00 paid to Sai (UPI Ref 926647). Not you? Block txn: https://short.url/47053 -ICICI,1
Sai added you on Instagram! View profile: https://short.url/14715,0
Jio: Your bill of ₹862 due on 25-Sep-25. Pay now: https://short.url/83784 to avoid disconnection,0
Your Amazon Prime subscription will renew on 9-Jun-25 for ₹250. Manage account: https://short.url/32552,0
IRCTC: WL8 for 12956 BBS-HWH Exp has been CONFIRMED. Charting at 10:44 hrs,0
"Dear Customer, A/C XX7572 debited by INR 33491.00 on 4-Jun-25. Trf to VPA salary@hdfc. Ref No 570973. Not you? Call 1800050823 -HDFC",1
Jio: Your bill of ₹492 due on 8-Nov-25. Pay now: https://short.url/42082 to avoid disconnection,0
Ananya added you on LinkedIn! View profile: https://short.url/36550,0
IRCTC: WL15 for 12956 DLI-PNBE Exp has been CONFIRMED. Charting at 13:36 hrs,0
UPI: INR 11529.00 paid to Dhruv (UPI Ref 278169). Not you? Block txn: https://short.url/27706 -Axis,1
UPI: INR 18074.00 paid to Reyansh (UPI Ref 264205). Not you? Block txn: https://short.url/90933 -HDFC,1
Dominos: Your order #428590 has been delivered. Rate your experience: https://short.url/52784,0
Your a/c XXXXX7955 credited INR 42058.00 by UPI REF NO 563530 on 18-Aug-25. Bal: INR 84846 -Yes Bank,1
Received Rs.27936.00 from VPA mobile@upi UPI Ref 284001. Current balance: Rs.60387 -Yes Bank,1
Your a/c XXXXX2139 credited INR 48278.00 by UPI REF NO 231767 on 19-Mar-25. Bal: INR 95376 -Kotak,1
UPI AutoPay: ₹16916.00 deducted for Netflix SUBSCRPTN Ref 850254. Next due 12-Apr-25 -PNB,1
UPI payment of ₹47318.00 to Netflix (UPI Ref 127233) successful. Avl Bal: ₹16592 -Yes Bank,1
Swiggy: Your order #807761 has been delivered. Rate your experience: https://short.url/14142,0
UPI payment of ₹23509.00 to AmazonPay.UPI (UPI Ref 874777) successful. Avl Bal: ₹46225 -SBI,1
McDonald's: Your order #291871 has been delivered. Rate your experience: https://short.url/67189,0
Loan approved! Get ₹200000 personal loan at 9.99% interest. Call 8286905514 -PNB Loans,0
Your Yes Bank a/c 7225 credited ₹9054.00 (UPI Ref 669172) from VPA rajesh@okicici. Bal: ₹82500,1
Loan approved! Get ₹500000 personal loan at 9.99% interest. Call 580.299.0644x672 -PNB Loans,0
UPI payment of ₹11419.00 to Electricity.UPI (UPI Ref 743434) successful. Avl Bal: ₹87702 -Axis,1
Aditya added you on Facebook! View profile: https://short.url/38559,0
Google Alert: New login detected from Delhi on Firefox Linux. Approve? Reply Y/N,0
Jio: Your bill of ₹821 due on 2-Jul-25. Pay now: https://short.url/44867 to avoid disconnection,0
Your HDFC a/c 7453 debited ₹3281.00 on 12-Aug-25. UPI txn to VPA salary@hdfc. Dispute: 1800751822,1
Airtel: Your bill of ₹478 due on 2-Apr-25. Pay now: https://short.url/58532 to avoid disconnection,0
Your OTP for YouTube Premium login is 243865. Valid for 10 mins. Do not share with anyone.,0
Airtel: Your bill of ₹838 due on 22-Mar-25. Pay now: https://short.url/97112 to avoid disconnection,0
Job Alert: Infosys hiring freshers! CTC 3LPA. Apply by 11-Aug-25: https://short.url/56421,0
Job Alert: TCS hiring freshers! CTC 9LPA. Apply by 25-Jan-25: https://short.url/52219,0
Airtel: Your bill of ₹985 due on 13-Jan-25. Pay now: https://short.url/16704 to avoid disconnection,0
Loan approved! Get ₹200000 personal loan at 10.9% interest. Call (423)838-4989 -PNB Loans,0
Money sent: ₹43353.00 to VPA zomato@upi UPI Ref 451633. Current balance: ₹81427 -Yes Bank,1
Job Alert: Microsoft hiring freshers! CTC 9LPA. Apply by 8-Feb-25: https://short.url/90196,0
Money sent: ₹44798.00 to VPA electricity@upi UPI Ref 800084. Current balance: ₹22679 -IndusInd,1
Loan approved! Get ₹50000 personal loan at 9.99% interest. Call +1-428-226-0566x254 -ICICI Loans,0
UPI AutoPay: ₹5828.00 deducted for Hotstar SUBSCRPTN Ref 262434. Next due 22-Apr-25 -Yes Bank,1
Your a/c XXXXX6006 credited INR 112.00 by UPI REF NO 336902 on 6-Mar-25. Bal: INR 64524 -IDFC FIRST,1
Received Rs.41189.00 from VPA zomato@upi UPI Ref 381100. Current balance: Rs.2778 -SBI,1
UPI: INR 24514.00 paid to Saanvi (UPI Ref 978127). Not you? Block txn: https://short.url/87108 -Yes Bank,1
Myntra End of Season Sale: Get 26% off on smartphones. Shop now: https://short.url/25594,0
Your IDFC FIRST a/c 6346 credited ₹22976.00 (UPI Ref 407090) from VPA electricity@upi. Bal: ₹54905,1
Google Alert: New login detected from Bangalore on Firefox Linux. Approve? Reply Y/N,0
Your IndusInd a/c 7921 credited ₹15278.00 (UPI Ref 752011) from VPA salary@hdfc. Bal: ₹56714,1
Aditya added you on Instagram! View profile: https://short.url/97040,0
Money sent: ₹28901.00 to VPA mobile@upi UPI Ref 971137. Current balance: ₹52985 -IndusInd,1
Job Alert: Infosys hiring freshers! CTC 11LPA. Apply by 18-Feb-25: https://short.url/80958,0
Dominos: Your order #417235 has been delivered. Rate your experience: https://short.url/32058,0
IRCTC: WL17 for 12564 DLI-PNBE Exp has been CONFIRMED. Charting at 19:18 hrs,0
Money sent: ₹11325.00 to VPA zomato@upi UPI Ref 197475. Current balance: ₹43494 -IDFC FIRST,1
Amazon Great Indian Sale: Get 52% off on smartphones. Shop now: https://short.url/60047,0
Received Rs.19992.00 from VPA mobile@upi UPI Ref 288154. Current balance: Rs.22927 -HDFC,1
Your OTP for Netflix login is 368012. Valid for 10 mins. Do not share with anyone.,0
Your OTP for Hotstar login is 567994. Valid for 10 mins. Do not share with anyone.,0
Airtel: Your bill of ₹554 due on 16-Apr-25. Pay now: https://short.url/77818 to avoid disconnection,0
Your OTP for YouTube Premium login is 164435. Valid for 10 mins. Do not share with anyone.,0
UPI payment of ₹27561.00 to PhonePe (UPI Ref 983540) successful. Avl Bal: ₹38932 -Yes Bank,1
Your a/c XXXXX2448 credited INR 40860.00 by UPI REF NO 334008 on 25-Jun-25. Bal: INR 80175 -IndusInd,1
Job Alert: TCS hiring freshers! CTC 7LPA. Apply by 11-Dec-25: https://short.url/65178,0
Mira added you on Snapchat! View profile: https://short.url/24891,0
Job Alert: Amazon hiring freshers! CTC 11LPA. Apply by 27-Oct-25: https://short.url/77661,0
Alert: Acct XXX2357 debited Rs.49706.00 on 6-Mar-25 to JioFiber. Call 1800276279 if unrecognized -ICICI,1
UPI: INR 9803.00 paid to Ayaan (UPI Ref 279692). Not you? Block txn: https://short.url/30519 -HDFC,1
Money sent: ₹40918.00 to VPA electricity@upi UPI Ref 504082. Current balance: ₹9902 -HDFC,1
IRCTC: WL14 for 12956 DLI-PNBE Exp has been CONFIRMED. Charting at 21:16 hrs,0
Your OTP for Spotify login is 932665. Valid for 10 mins. Do not share with anyone.,0
Received Rs.38521.00 from VPA salary@hdfc UPI Ref 339395. Current balance: Rs.45251 -ICICI,1
UPI AutoPay: ₹10431.00 deducted for Spotify SUBSCRPTN Ref 151082. Next due 28-Apr-25 -Axis,1
Your OTP for Amazon Prime login is 484130. Valid for 10 mins. Do not share with anyone.,0
Job Alert: TCS hiring freshers! CTC 9LPA. Apply by 12-Jul-25: https://short.url/74100,0
Your HDFC a/c 2353 debited ₹22900.00 on 16-May-25. UPI txn to VPA electricity@upi. Dispute: 1800571008,1
Flipkart Big Billion Days: Get 24% off on furniture. Shop now: https://short.url/99857,0
Airtel: Your bill of ₹702 due on 20-Sep-25. Pay now: https://short.url/92413 to avoid disconnection,0
Your ICICI a/c 1774 credited ₹8063.00 (UPI Ref 430551) from VPA electricity@upi. Bal: ₹29120,1
Your a/c XXXXX5991 credited INR 22465.00 by UPI REF NO 339399 on 10-Feb-25. Bal: INR 26275 -Axis,1
Dominos: Your order #128512 has been delivered. Rate your experience: https://short.url/80451,0
Your OTP for Hotstar login is 113448. Valid for 10 mins. Do not share with anyone.,0
UPI: INR 20354.00 paid to Aadhya (UPI Ref 623615). Not you? Block txn: https://short.url/91779 -Kotak,1
UPI payment of ₹30687.00 to JioFiber (UPI Ref 184839) successful. Avl Bal: ₹56768 -HDFC,1
IRCTC: WL9 for 12834 CSTM-LKO Exp has been CONFIRMED. Charting at 17:47 hrs,0
Your Amazon Prime subscription will renew on 21-May-25 for ₹685. Manage account: https://short.url/47857,0
Flipkart Big Billion Days: Get 70% off on electronics. Shop now: https://short.url/42684,0
Received Rs.16789.00 from VPA zomato@upi UPI Ref 927034. Current balance: Rs.71060 -PNB,1
UPI AutoPay: ₹30363.00 deducted for YouTube Premium SUBSCRPTN Ref 718026. Next due 5-Apr-25 -Kotak,1
IRCTC: WL2 for 12564 SBC-MAS Exp has been CONFIRMED. Charting at 14:11 hrs,0
Job Alert: Wipro hiring freshers! CTC 4LPA. Apply by 7-Sep-25: https://short.url/26268,0
Alert: Acct XXX9817 debited Rs.19574.00 on 12-Oct-25 to Netflix. Call 1800363441 if unrecognized -Yes Bank,1
Swiggy: Your order #209928 has been delivered. Rate your experience: https://short.url/17716,0
UPI payment of ₹22884.00 to AmazonPay.UPI (UPI Ref 405260) successful. Avl Bal: ₹95859 -IndusInd,1
Aditya added you on LinkedIn! View profile: https://short.url/70910,0
Krishna added you on Facebook! View profile: https://short.url/53786,0
Alert: Acct XXX9014 debited Rs.48221.00 on 18-Aug-25 to Swiggy. Call 1800457875 if unrecognized -Yes Bank,1
Received Rs.17127.00 from VPA mobile@upi UPI Ref 851971. Current balance: Rs.51791 -PNB,1
Your OTP for YouTube Premium login is 306623. Valid for 10 mins. Do not share with anyone.,0
IRCTC: WL8 for 12685 SBC-MAS Exp has been CONFIRMED. Charting at 23:55 hrs,0
Received Rs.15210.00 from VPA electricity@upi UPI Ref 414674. Current balance: Rs.60371 -Yes Bank,1
Google Alert: New login detected from Chennai on Safari Mac. Approve? Reply Y/N,0
UPI payment of ₹45508.00 to Zomato (UPI Ref 240399) successful. Avl Bal: ₹88664 -Yes Bank,1
Your ICICI a/c 9428 debited ₹30133.00 on 1-May-25. UPI txn to VPA mobile@upi. Dispute: 1800281192,1
Job Alert: Infosys hiring freshers! CTC 8LPA. Apply by 6-Feb-25: https://short.url/76752,0
Received Rs.14296.00 from VPA rajesh@okicici UPI Ref 534266. Current balance: Rs.29138 -PNB,1
Loan approved! Get ₹50000 personal loan at 12.5% interest. Call (268)837-4204x84404 -SBI Loans,0
"Dear Customer, A/C XX6650 debited by INR 35324.00 on 17-Feb-25. Trf to VPA rajesh@okicici. Ref No 621146. Not you? Call 1800590802 -IndusInd",1
Alert: Acct XXX2264 debited Rs.48077.00 on 3-Mar-25 to JioFiber. Call 1800836150 if unrecognized -Yes Bank,1
UPI payment of ₹24496.00 to Swiggy (UPI Ref 179930) successful. Avl Bal: ₹14385 -HDFC,1
"Dear Customer, A/C XX2282 debited by INR 9052.00 on 28-Jul-25. Trf to VPA electricity@upi. Ref No 572891. Not you? Call 1800411453 -PNB",1
Alert: Acct XXX2288 debited Rs.42343.00 on 22-Oct-25 to JioFiber. Call 1800959235 if unrecognized -HDFC,1
Your a/c XXXXX1072 credited INR 48056.00 by UPI REF NO 270454 on 25-Jan-25. Bal: INR 92975 -Yes Bank,1
Your IndusInd a/c 8507 debited ₹66.00 on 8-Aug-25. UPI txn to VPA electricity@upi. Dispute: 1800713693,1
Your OTP for Netflix login is 656862. Valid for 10 mins. Do not share with anyone.,0
Job Alert: Microsoft hiring freshers! CTC 7LPA. Apply by 12-Sep-25: https://short.url/26139,0
Your YouTube Premium subscription will renew on 1-Apr-25 for ₹773. Manage account: https://short.url/84578,0
Google Alert: New login detected from Mumbai on Safari Mac. Approve? Reply Y/N,0
Your a/c XXXXX8203 credited INR 37293.00 by UPI REF NO 849822 on 17-Nov-25. Bal: INR 70820 -Yes Bank,1
Neha added you on Snapchat! View profile: https://short.url/54239,0
UPI AutoPay: ₹10994.00 deducted for Spotify SUBSCRPTN Ref 836427. Next due 25-Apr-25 -ICICI,1
Job Alert: Microsoft hiring freshers! CTC 4LPA. Apply by 18-Apr-25: https://short.url/48123,0
"Dear Customer, A/C XX4975 debited by INR 26480.00 on 23-Aug-25. Trf to VPA mobile@upi. Ref No 786986. Not you? Call 1800116241 -HDFC",1
Money sent: ₹7675.00 to VPA rajesh@okicici UPI Ref 520693. Current balance: ₹46020 -Yes Bank,1
Money sent: ₹770.00 to VPA electricity@upi UPI Ref 346466. Current balance: ₹95333 -PNB,1
Alert: Acct XXX2530 debited Rs.14047.00 on 12-Jun-25 to Electricity.UPI. Call 1800318042 if unrecognized -Yes Bank,1
Your YouTube Premium subscription will renew on 8-Feb-25 for ₹351. Manage account: https://short.url/40288,0
Dominos: Your order #175818 has been delivered. Rate your experience: https://short.url/82475,0
Loan approved! Get ₹50000 personal loan at 10.9% interest. Call (496)865-3441 -HDFC Loans,0
Your YouTube Premium subscription will renew on 12-Aug-25 for ₹335. Manage account: https://short.url/22774,0
UPI payment of ₹5037.00 to Swiggy (UPI Ref 975859) successful. Avl Bal: ₹36525 -Axis,1
Airtel: Your bill of ₹267 due on 12-Aug-25. Pay now: https://short.url/58541 to avoid disconnection,0
Job Alert: Microsoft hiring freshers! CTC 7LPA. Apply by 23-Oct-25: https://short.url/46252,0
Your SBI a/c 1269 credited ₹29993.00 (UPI Ref 711580) from VPA rajesh@okicici. Bal: ₹21226,1
Your a/c XXXXX2305 credited INR 15399.00 by UPI REF NO 551882 on 18-Feb-25. Bal: INR 80473 -PNB,1
Your IndusInd a/c 8244 credited ₹10641.00 (UPI Ref 362372) from VPA zomato@upi. Bal: ₹81320,1
Job Alert: Amazon hiring freshers! CTC 9LPA. Apply by 1-Sep-25: https://short.url/16336,0
UPI: INR 17005.00 paid to Aarav (UPI Ref 814627). Not you? Block txn: https://short.url/51686 -Axis,1
Loan approved! Get ₹50000 personal loan at 8.75% interest. Call +1-971-740-8647x08050 -HDFC Loans,0
Zomato: Your order #719831 has been delivered. Rate your experience: https://short.url/88716,0
Flipkart Big Billion Days: Get 38% off on electronics. Shop now: https://short.url/81566,0
