message,label
IRCTC: WL6 for 12792 CSTM-LKO Exp has been CONFIRMED. Charting at 20:19 hrs,0
Flipkart Big Billion Days: Get 56% off on fashion. Shop now: https://short.url/46044,0
UPI: INR 33581.00 paid to Arjun (UPI Ref 214525). Not you? Block txn: https://short.url/48676 -ICICI,1
IRCTC: WL18 for 12792 DLI-PNBE Exp has been CONFIRMED. Charting at 15:54 hrs,0
Your PNB a/c 4140 credited ₹12058.00 (UPI Ref 317203) from VPA mobile@upi. Bal: ₹45142,1
Your OTP for Netflix login is 259225. Valid for 10 mins. Do not share with anyone.,0
Your OTP for YouTube Premium login is 389083. Valid for 10 mins. Do not share with anyone.,0
UPI: INR 6028.00 paid to Vivaan (UPI Ref 608304). Not you? Block txn: https://short.url/54144 -ICICI,1
UPI: INR 49825.00 paid to Neha (UPI Ref 472881). Not you? Block txn: https://short.url/63715 -HDFC,1
Your SBI a/c 7214 debited ₹36670.00 on 17-Jun-25. UPI txn to VPA salary@hdfc. Dispute: 1800878337,1
Swiggy: Your order #323198 has been delivered. Rate your experience: https://short.url/60513,0
Your HDFC a/c 2151 credited ₹26435.00 (UPI Ref 640732) from VPA electricity@upi. Bal: ₹30233,1
Your OTP for Amazon Prime login is 813705. Valid for 10 mins. Do not share with anyone.,0
UPI AutoPay: ₹44696.00 deducted for Netflix SUBSCRPTN Ref 373116. Next due 12-Apr-25 -Axis,1
Your a/c XXXXX6309 credited INR 11939.00 by UPI REF NO 405237 on 8-Feb-25. Bal: INR 77953 -SBI,1
Your IDFC FIRST a/c 2814 debited ₹44083.00 on 27-Nov-25. UPI txn to VPA salary@hdfc. Dispute: 1800093355,1
Your Axis a/c 2689 debited ₹41075.00 on 21-Jul-25. UPI txn to VPA electricity@upi. Dispute: 1800859194,1
Loan approved! Get ₹200000 personal loan at 9.99% interest. Call 592.777.4733 -SBI Loans,0
Your a/c XXXXX6122 credited INR 6339.00 by UPI REF NO 925661 on 6-Jun-25. Bal: INR 26210 -Axis,1
Your Amazon Prime subscription will renew on 1-May-25 for ₹259. Manage account: https://short.url/54603,0
Ira added you on Instagram! View profile: https://short.url/77326,0
Your OTP for Hotstar login is 527005. Valid for 10 mins. Do not share with anyone.,0
UPI AutoPay: ₹15090.00 deducted for Hotstar SUBSCRPTN Ref 232857. Next due 10-Apr-25 -Axis,1
Your Amazon Prime subscription will renew on 28-Feb-25 for ₹155. Manage account: https://short.url/68832,0
Your OTP for Netflix login is 620719. Valid for 10 mins. Do not share with anyone.,0
McDonald's: Your order #784226 has been delivered. Rate your experience: https://short.url/82987,0
Received Rs.15781.00 from VPA salary@hdfc UPI Ref 390623. Current balance: Rs.95210 -IDFC FIRST,1
Google Alert: New login detected from Hyderabad on Edge Windows. Approve? Reply Y/N,0
UPI payment of ₹11071.00 to AmazonPay.UPI (UPI Ref 512476) successful. Avl Bal: ₹25593 -Yes Bank,1
"Dear Customer, A/C XX3278 debited by INR 48595.00 on 9-Sep-25. Trf to VPA mobile@upi. Ref No 543106. Not you? Call 1800833587 -Axis",1
Alert: Acct XXX9811 debited Rs.2489.00 on 10-Oct-25 to AmazonPay.UPI. Call 1800774585 if unrecognized -IDFC FIRST,1
UPI: INR 49830.00 paid to Dhruv (UPI Ref 622415). Not you? Block txn: https://short.url/28421 -HDFC,1
Amazon Great Indian Sale: Get 73% off on fashion. Shop now: https://short.url/28664,0
IRCTC: WL1 for 12792 NZM-CBE Exp has been CONFIRMED. Charting at 17:36 hrs,0
Your SBI a/c 2530 debited ₹12667.00 on 15-May-25. UPI txn to VPA mobile@upi. Dispute: 1800145339,1
Your HDFC a/c 9973 debited ₹11287.00 on 19-Mar-25. UPI txn to VPA salary@hdfc. Dispute: 1800742989,1
Your Amazon Prime subscription will renew on 5-Dec-25 for ₹577. Manage account: https://short.url/44666,0
Vodafone Idea: Your bill of ₹917 due on 1-Dec-25. Pay now: https://short.url/49897 to avoid disconnection,0
Your a/c XXXXX5518 credited INR 7215.00 by UPI REF NO 961872 on 9-May-25. Bal: INR 82906 -ICICI,1
Money sent: ₹37057.00 to VPA rajesh@okicici UPI Ref 815667. Current balance: ₹10020 -IndusInd,1
UPI AutoPay: ₹45091.00 deducted for Spotify SUBSCRPTN Ref 555188. Next due 21-Apr-25 -ICICI,1
Your Spotify subscription will renew on 23-Aug-25 for ₹225. Manage account: https://short.url/41049,0
Alert: Acct XXX1354 debited Rs.36636.00 on 11-Aug-25 to Electricity.UPI. Call 1800784500 if unrecognized -Yes Bank,1
"Dear Customer, A/C XX7124 debited by INR 13213.00 on 9-Apr-25. Trf to VPA mobile@upi. Ref No 855660. Not you? Call 1800308575 -HDFC",1
Alert: Acct XXX5165 debited Rs.36170.00 on 10-Nov-25 to Swiggy. Call 1800215817 if unrecognized -IDFC FIRST,1
Flipkart Big Billion Days: Get 78% off on grocery. Shop now: https://short.url/27669,0
UPI payment of ₹32869.00 to AmazonPay.UPI (UPI Ref 219300) successful. Avl Bal: ₹37866 -Axis,1
Aadhya added you on Facebook! View profile: https://short.url/94847,0
Money sent: ₹49212.00 to VPA salary@hdfc UPI Ref 695433. Current balance: ₹40830 -ICICI,1
Flipkart Big Billion Days: Get 30% off on furniture. Shop now: https://short.url/37821,0
Your OTP for YouTube Premium login is 330915. Valid for 10 mins. Do not share with anyone.,0
Your a/c XXXXX3625 credited INR 49860.00 by UPI REF NO 785404 on 1-Aug-25. Bal: INR 67259 -Axis,1
Myntra End of Season Sale: Get 26% off on fashion. Shop now: https://short.url/41603,0
Amazon Great Indian Sale: Get 63% off on grocery. Shop now: https://short.url/69813,0
Your ICICI a/c 6838 debited ₹7698.00 on 4-May-25. UPI txn to VPA salary@hdfc. Dispute: 1800469457,1
Your a/c XXXXX6219 credited INR 16449.00 by UPI REF NO 100498 on 2-Mar-25. Bal: INR 40804 -ICICI,1
Your IndusInd a/c 1048 credited ₹38781.00 (UPI Ref 968525) from VPA zomato@upi. Bal: ₹56714,1
Your a/c XXXXX2491 credited INR 1207.00 by UPI REF NO 636215 on 22-Apr-25. Bal: INR 42771 -IDFC FIRST,1
Riya added you on Snapchat! View profile: https://short.url/46540,0
"Dear Customer, A/C XX3249 debited by INR 6875.00 on 1-Jan-25. Trf to VPA zomato@upi. Ref No 539054. Not you? Call 1800068235 -Axis",1
"Dear Customer, A/C XX5540 debited by INR 32658.00 on 28-Aug-25. Trf to VPA zomato@upi. Ref No 302401. Not you? Call 1800243111 -IndusInd",1
UPI payment of ₹765.00 to Swiggy (UPI Ref 823284) successful. Avl Bal: ₹94406 -PNB,1
Airtel: Your bill of ₹371 due on 6-Jul-25. Pay now: https://short.url/88756 to avoid disconnection,0
Your OTP for YouTube Premium login is 813342. Valid for 10 mins. Do not share with anyone.,0
Money sent: ₹12242.00 to VPA electricity@upi UPI Ref 203609. Current balance: ₹47658 -IDFC FIRST,1
Loan approved! Get ₹500000 personal loan at 8.75% interest. Call 948-293-1202x208 -HDFC Loans,0
Your HDFC a/c 8619 credited ₹44593.00 (UPI Ref 246945) from VPA mobile@upi. Bal: ₹30297,1
Your SBI a/c 3964 credited ₹35460.00 (UPI Ref 843332) from VPA salary@hdfc. Bal: ₹77775,1
Money sent: ₹47925.00 to VPA zomato@upi UPI Ref 942674. Current balance: ₹11326 -PNB,1
IRCTC: WL6 for 12564 DLI-PNBE Exp has been CONFIRMED. Charting at 16:15 hrs,0
Amazon Great Indian Sale: Get 38% off on smartphones. Shop now: https://short.url/51495,0
Google Alert: New login detected from Bangalore on Safari Mac. Approve? Reply Y/N,0
Alert: Acct XXX8434 debited Rs.764.00 on 22-May-25 to Zomato. Call 1800413504 if unrecognized -SBI,1
McDonald's: Your order #289293 has been delivered. Rate your experience: https://short.url/11500,0
Alert: Acct XXX1314 debited Rs.23498.00 on 18-Feb-25 to AmazonPay.UPI. Call 1800537237 if unrecognized -SBI,1
Your Yes Bank a/c 3384 credited ₹44652.00 (UPI Ref 425632) from VPA rajesh@okicici. Bal: ₹18129,1
Zomato: Your order #342433 has been delivered. Rate your experience: https://short.url/32600,0
UPI: INR 44731.00 paid to Neha (UPI Ref 379659). Not you? Block txn: https://short.url/19549 -IDFC FIRST,1
Your SBI a/c 8133 credited ₹22705.00 (UPI Ref 493917) from VPA electricity@upi. Bal: ₹15371,1
Your HDFC a/c 4305 credited ₹39137.00 (UPI Ref 742326) from VPA electricity@upi. Bal: ₹89049,1
Vodafone Idea: Your bill of ₹322 due on 4-Oct-25. Pay now: https://short.url/74962 to avoid disconnection,0
UPI AutoPay: ₹41849.00 deducted for Hotstar SUBSCRPTN Ref 978915. Next due 11-Apr-25 -Kotak,1
Job Alert: TCS hiring freshers! CTC 4LPA. Apply by 1-Nov-25: https://short.url/83527,0
Alert: Acct XXX4082 debited Rs.9955.00 on 14-Apr-25 to Zomato. Call 1800649287 if unrecognized -Axis,1
IRCTC: WL1 for 12564 BBS-HWH Exp has been CONFIRMED. Charting at 20:22 hrs,0
Zomato: Your order #858472 has been delivered. Rate your experience: https://short.url/53095,0
Zomato: Your order #495645 has been delivered. Rate your experience: https://short.url/82196,0
UPI AutoPay: ₹22570.00 deducted for Netflix SUBSCRPTN Ref 647123. Next due 11-Apr-25 -ICICI,1
Mira added you on LinkedIn! View profile: https://short.url/51546,0
Received Rs.44429.00 from VPA electricity@upi UPI Ref 998608. Current balance: Rs.66484 -Yes Bank,1
Alert: Acct XXX3337 debited Rs.25364.00 on 27-Jun-25 to Electricity.UPI. Call 1800619263 if unrecognized -IndusInd,1
IRCTC: WL11 for 12834 NZM-CBE Exp has been CONFIRMED. Charting at 10:50 hrs,0
Amazon Great Indian Sale: Get 28% off on fashion. Shop now: https://short.url/16107,0
IRCTC: WL7 for 12564 SBC-MAS Exp has been CONFIRMED. Charting at 22:24 hrs,0
Your Amazon Prime subscription will renew on 3-Aug-25 for ₹686. Manage account: https://short.url/93965,0
UPI: INR 40362.00 paid to Ira (UPI Ref 157208). Not you? Block txn: https://short.url/23888 -PNB,1
Google Alert: New login detected from Hyderabad on Firefox Linux. Approve? Reply Y/N,0
Myntra End of Season Sale: Get 29% off on electronics. Shop now: https://short.url/42419,0
Dhruv added you on Facebook! View profile: https://short.url/39136,0
Your ICICI a/c 8984 debited ₹28462.00 on 20-Jun-25. UPI txn to VPA salary@hdfc. Dispute: 1800638867,1
Your HDFC a/c 2478 debited ₹11113.00 on 5-Aug-25. UPI txn to VPA electricity@upi. Dispute: 1800294188,1
Vodafone Idea: Your bill of ₹989 due on 15-Mar-25. Pay now: https://short.url/52256 to avoid disconnection,0
"Dear Customer, A/C XX7726 debited by INR 9446.00 on 17-Oct-25. Trf to VPA salary@hdfc. Ref No 282930. Not you? Call 1800748961 -Yes Bank",1
"Dear Customer, A/C XX7046 debited by INR 46527.00 on 20-Jul-25. Trf to VPA zomato@upi. Ref No 538265. Not you? Call 1800007936 -ICICI",1
UPI: INR 6115.00 paid to Sai (UPI Ref 650132). Not you? Block txn: https://short.url/31094 -Kotak,1
Your a/c XXXXX9394 credited INR 26363.00 by UPI REF NO 786595 on 9-Nov-25. Bal: INR 73668 -Yes Bank,1
UPI AutoPay: ₹34442.00 deducted for Hotstar SUBSCRPTN Ref 310225. Next due 1-Apr-25 -Yes Bank,1
Aarav added you on Snapchat! View profile: https://short.url/24764,0
UPI payment of ₹12012.00 to JioFiber (UPI Ref 486414) successful. Avl Bal: ₹10962 -Kotak,1
Your YouTube Premium subscription will renew on 2-Mar-25 for ₹758. Manage account: https://short.url/75826,0
Jio: Your bill of ₹882 due on 5-Apr-25. Pay now: https://short.url/31231 to avoid disconnection,0
Your a/c XXXXX1308 credited INR 27426.00 by UPI REF NO 398601 on 4-Nov-25. Bal: INR 6306 -Axis,1
Your OTP for Spotify login is 221753. Valid for 10 mins. Do not share with anyone.,0
Your a/c XXXXX1761 credited INR 5981.00 by UPI REF NO 901662 on 1-Aug-25. Bal: INR 93936 -Yes Bank,1
Amazon Great Indian Sale: Get 68% off on furniture. Shop now: https://short.url/35621,0
Your YouTube Premium subscription will renew on 12-Jul-25 for ₹696. Manage account: https://short.url/24530,0
Your YouTube Premium subscription will renew on 22-Jan-25 for ₹183. Manage account: https://short.url/64639,0
Your a/c XXXXX7922 credited INR 7845.00 by UPI REF NO 605079 on 2-Jul-25. Bal: INR 50898 -PNB,1
Your OTP for Hotstar login is 909914. Valid for 10 mins. Do not share with anyone.,0
Zomato: Your order #275411 has been delivered. Rate your experience: https://short.url/16489,0
Loan approved! Get ₹50000 personal loan at 9.99% interest. Call 827-540-4471x3958 -IDFC FIRST Loans,0
Amazon Great Indian Sale: Get 10% off on fashion. Shop now: https://short.url/23920,0
Zomato: Your order #143427 has been delivered. Rate your experience: https://short.url/65101,0
Google Alert: New login detected from Hyderabad on Firefox Linux. Approve? Reply Y/N,0
Airtel: Your bill of ₹221 due on 9-Feb-25. Pay now: https://short.url/80030 to avoid disconnection,0
Alert: Acct XXX2602 debited Rs.36453.00 on 19-Jul-25 to Netflix. Call 1800693487 if unrecognized -ICICI,1
Google Alert: New login detected from Hyderabad on Edge Windows. Approve? Reply Y/N,0
Your Kotak a/c 7912 debited ₹19920.00 on 7-Jul-25. UPI txn to VPA zomato@upi. Dispute: 1800377177,1
Your OTP for Netflix login is 211064. Valid for 10 mins. Do not share with anyone.,0
UPI payment of ₹29867.00 to Netflix (UPI Ref 271157) successful. Avl Bal: ₹17188 -SBI,1
UPI: INR 5213.00 paid to Vihaan (UPI Ref 919050). Not you? Block txn: https://short.url/23801 -Kotak,1
UPI: INR 48353.00 paid to Aadhya (UPI Ref 175332). Not you? Block txn: https://short.url/39224 -Kotak,1
Your SBI a/c 4987 credited ₹47530.00 (UPI Ref 197824) from VPA mobile@upi. Bal: ₹23890,1
Loan approved! Get ₹100000 personal loan at 8.75% interest. Call 721.577.3984x1594 -Yes Bank Loans,0
Your Yes Bank a/c 3615 debited ₹12180.00 on 15-Aug-25. UPI txn to VPA rajesh@okicici. Dispute: 1800268271,1
Flipkart Big Billion Days: Get 51% off on fashion. Shop now: https://short.url/92483,0
Money sent: ₹8165.00 to VPA zomato@upi UPI Ref 144318. Current balance: ₹24380 -IDFC FIRST,1
Job Alert: Microsoft hiring freshers! CTC 3LPA. Apply by 1-Aug-25: https://short.url/96190,0
UPI payment of ₹9214.00 to Swiggy (UPI Ref 111032) successful. Avl Bal: ₹50143 -Yes Bank,1
IRCTC: WL15 for 12956 SBC-MAS Exp has been CONFIRMED. Charting at 13:28 hrs,0
Amazon Great Indian Sale: Get 73% off on electronics. Shop now: https://short.url/38533,0
Airtel: Your bill of ₹261 due on 17-Nov-25. Pay now: https://short.url/80742 to avoid disconnection,0
"Dear Customer, A/C XX4126 debited by INR 3352.00 on 26-Mar-25. Trf to VPA mobile@upi. Ref No 417243. Not you? Call 1800106166 -Kotak",1
Job Alert: Wipro hiring freshers! CTC 6LPA. Apply by 2-Jun-25: https://short.url/48088,0
UPI: INR 15696.00 paid to Pooja (UPI Ref 899142). Not you? Block txn: https://short.url/69904 -Yes Bank,1
Your OTP for Amazon Prime login is 699656. Valid for 10 mins. Do not share with anyone.,0
Google Alert: New login detected from Delhi on Firefox Linux. Approve? Reply Y/N,0
Your YouTube Premium subscription will renew on 9-Nov-25 for ₹196. Manage account: https://short.url/89734,0
Loan approved! Get ₹200000 personal loan at 10.9% interest. Call 652.806.9976x363 -IndusInd Loans,0
Your Axis a/c 4489 debited ₹13572.00 on 7-Feb-25. UPI txn to VPA zomato@upi. Dispute: 1800249848,1
UPI payment of ₹22369.00 to AmazonPay.UPI (UPI Ref 811410) successful. Avl Bal: ₹41827 -Yes Bank,1
Your OTP for Netflix login is 513448. Valid for 10 mins. Do not share with anyone.,0
Your Netflix subscription will renew on 24-May-25 for ₹961. Manage account: https://short.url/52936,0
Diya added you on Facebook! View profile: https://short.url/35981,0
Your ICICI a/c 3680 debited ₹19033.00 on 16-Apr-25. UPI txn to VPA salary@hdfc. Dispute: 1800842186,1
Received Rs.47082.00 from VPA zomato@upi UPI Ref 292245. Current balance: Rs.98808 -ICICI,1
Your PNB a/c 9571 debited ₹1671.00 on 28-Apr-25. UPI txn to VPA zomato@upi. Dispute: 1800597040,1
Loan approved! Get ₹50000 personal loan at 12.5% interest. Call 697-407-2912 -IndusInd Loans,0
Google Alert: New login detected from Hyderabad on Edge Windows. Approve? Reply Y/N,0
Your Axis a/c 1769 debited ₹41495.00 on 24-Oct-25. UPI txn to VPA salary@hdfc. Dispute: 1800752574,1
Your a/c XXXXX5935 credited INR 16826.00 by UPI REF NO 327959 on 10-Jul-25. Bal: INR 86157 -PNB,1
McDonald's: Your order #731916 has been delivered. Rate your experience: https://short.url/27805,0
IRCTC: WL18 for 12685 BBS-HWH Exp has been CONFIRMED. Charting at 11:44 hrs,0
Your a/c XXXXX8310 credited INR 13395.00 by UPI REF NO 570177 on 20-Oct-25. Bal: INR 23190 -SBI,1
BSNL: Your bill of ₹472 due on 11-Jan-25. Pay now: https://short.url/75127 to avoid disconnection,0
Jio: Your bill of ₹158 due on 13-Jun-25. Pay now: https://short.url/62696 to avoid disconnection,0
"Dear Customer, A/C XX2153 debited by INR 2346.00 on 1-Nov-25. Trf to VPA salary@hdfc. Ref No 762897. Not you? Call 1800675689 -Kotak",1
Your ICICI a/c 7516 credited ₹22130.00 (UPI Ref 166361) from VPA mobile@upi. Bal: ₹18591,1
Your Spotify subscription will renew on 26-Jun-25 for ₹299. Manage account: https://short.url/34142,0
Your Netflix subscription will renew on 10-Dec-25 for ₹168. Manage account: https://short.url/72025,0
UPI: INR 10008.00 paid to Aditya (UPI Ref 721554). Not you? Block txn: https://short.url/78894 -IDFC FIRST,1
UPI payment of ₹34863.00 to Electricity.UPI (UPI Ref 167030) successful. Avl Bal: ₹33288 -HDFC,1
Flipkart Big Billion Days: Get 76% off on fashion. Shop now: https://short.url/73767,0
IRCTC: WL15 for 12685 NZM-CBE Exp has been CONFIRMED. Charting at 20:10 hrs,0
McDonald's: Your order #485386 has been delivered. Rate your experience: https://short.url/81444,0
Money sent: ₹32599.00 to VPA salary@hdfc UPI Ref 117987. Current balance: ₹3439 -SBI,1
Your ICICI a/c 2984 debited ₹42636.00 on 14-Oct-25. UPI txn to VPA electricity@upi. Dispute: 1800164189,1
IRCTC: WL9 for 12685 CSTM-LKO Exp has been CONFIRMED. Charting at 13:54 hrs,0
Your Spotify subscription will renew on 5-Nov-25 for ₹905. Manage account: https://short.url/68855,0
UPI AutoPay: ₹20901.00 deducted for Amazon Prime SUBSCRPTN Ref 524792. Next due 4-Apr-25 -IDFC FIRST,1
Job Alert: Wipro hiring freshers! CTC 10LPA. Apply by 3-Aug-25: https://short.url/99735,0
Your ICICI a/c 4040 credited ₹6478.00 (UPI Ref 970621) from VPA mobile@upi. Bal: ₹14442,1
Dominos: Your order #468561 has been delivered. Rate your experience: https://short.url/79967,0
IRCTC: WL13 for 12685 BBS-HWH Exp has been CONFIRMED. Charting at 21:11 hrs,0
UPI payment of ₹48371.00 to Zomato (UPI Ref 192232) successful. Avl Bal: ₹35962 -Kotak,1
Received Rs.13237.00 from VPA zomato@upi UPI Ref 759440. Current balance: Rs.50036 -Kotak,1
Dominos: Your order #958276 has been delivered. Rate your experience: https://short.url/61454,0
Swiggy: Your order #987141 has been delivered. Rate your experience: https://short.url/12752,0
"Dear Customer, A/C XX9600 debited by INR 9512.00 on 19-Aug-25. Trf to VPA rajesh@okicici. Ref No 780581. Not you? Call 1800171971 -HDFC",1
IRCTC: WL13 for 12834 SBC-MAS Exp has been CONFIRMED. Charting at 15:42 hrs,0
Alert: Acct XXX6058 debited Rs.49524.00 on 10-Sep-25 to Electricity.UPI. Call 1800539113 if unrecognized -SBI,1
Your Yes Bank a/c 5658 debited ₹21965.00 on 8-Jun-25. UPI txn to VPA electricity@upi. Dispute: 1800397554,1
Your YouTube Premium subscription will renew on 16-Feb-25 for ₹599. Manage account: https://short.url/94074,0
Your Kotak a/c 4295 credited ₹46419.00 (UPI Ref 538573) from VPA rajesh@okicici. Bal: ₹66462,1
Myntra End of Season Sale: Get 62% off on grocery. Shop now: https://short.url/55416,0
"Dear Customer, A/C XX4182 debited by INR 21533.00 on 3-Jul-25. Trf to VPA zomato@upi. Ref No 244638. Not you? Call 1800136317 -IndusInd",1
Your IndusInd a/c 1646 debited ₹28962.00 on 27-Oct-25. UPI txn to VPA rajesh@okicici. Dispute: 1800263736,1
"Dear Customer, A/C XX7467 debited by INR 5465.00 on 7-Dec-25. Trf to VPA zomato@upi. Ref No 972952. Not you? Call 1800474689 -ICICI",1
Alert: Acct XXX1484 debited Rs.16537.00 on 21-Aug-25 to PhonePe. Call 1800684418 if unrecognized -PNB,1
UPI AutoPay: ₹22500.00 deducted for Hotstar SUBSCRPTN Ref 801152. Next due 9-Apr-25 -HDFC,1
Money sent: ₹15589.00 to VPA mobile@upi UPI Ref 932807. Current balance: ₹70239 -Yes Bank,1
"Dear Customer, A/C XX2432 debited by INR 6570.00 on 24-Sep-25. Trf to VPA rajesh@okicici. Ref No 786331. Not you? Call 1800168607 -Kotak",1
Myntra End of Season Sale: Get 42% off on furniture. Shop now: https://short.url/78399,0
Flipkart Big Billion Days: Get 74% off on fashion. Shop now: https://short.url/98788,0
Job Alert: Infosys hiring freshers! CTC 7LPA. Apply by 28-Apr-25: https://short.url/28854,0
BSNL: Your bill of ₹701 due on 4-Oct-25. Pay now: https://short.url/10298 to avoid disconnection,0
UPI: INR 23069.00 paid to Pooja (UPI Ref 961206). Not you? Block txn: https://short.url/39076 -Yes Bank,1
Sai added you on LinkedIn! View profile: https://short.url/56063,0
UPI AutoPay: ₹16568.00 deducted for Spotify SUBSCRPTN Ref 959528. Next due 27-Apr-25 -IDFC FIRST,1
Flipkart Big Billion Days: Get 71% off on grocery. Shop now: https://short.url/99113,0
Money sent: ₹3768.00 to VPA rajesh@okicici UPI Ref 158126. Current balance: ₹4041 -Kotak,1
UPI payment of ₹3437.00 to PhonePe (UPI Ref 453361) successful. Avl Bal: ₹75873 -IDFC FIRST,1
Alert: Acct XXX3876 debited Rs.22825.00 on 5-Nov-25 to Swiggy. Call 1800557628 if unrecognized -SBI,1
Received Rs.29338.00 from VPA electricity@upi UPI Ref 677895. Current balance: Rs.10038 -Kotak,1
IRCTC: WL13 for 12685 DLI-PNBE Exp has been CONFIRMED. Charting at 22:38 hrs,0
Your Spotify subscription will renew on 16-Apr-25 for ₹192. Manage account: https://short.url/13809,0
Your Spotify subscription will renew on 5-Jan-25 for ₹229. Manage account: https://short.url/34362,0
Flipkart Big Billion Days: Get 67% off on grocery. Shop now: https://short.url/69231,0
Alert: Acct XXX6840 debited Rs.39583.00 on 12-Jul-25 to PhonePe. Call 1800968632 if unrecognized -Axis,1
Google Alert: New login detected from Delhi on Firefox Linux. Approve? Reply Y/N,0
IRCTC: WL10 for 12956 CSTM-LKO Exp has been CONFIRMED. Charting at 10:10 hrs,0
Money sent: ₹10956.00 to VPA zomato@upi UPI Ref 246834. Current balance: ₹27110 -Yes Bank,1
"Dear Customer, A/C XX3897 debited by INR 49741.00 on 4-Oct-25. Trf to VPA rajesh@okicici. Ref No 757915. Not you? Call 1800909270 -HDFC",1
UPI AutoPay: ₹41934.00 deducted for Spotify SUBSCRPTN Ref 157655. Next due 9-Apr-25 -Axis,1
Vivaan added you on Snapchat! View profile: https://short.url/46642,0
Your Yes Bank a/c 4212 credited ₹1602.00 (UPI Ref 998151) from VPA mobile@upi. Bal: ₹43960,1
IRCTC: WL5 for 12792 DLI-PNBE Exp has been CONFIRMED. Charting at 12:59 hrs,0
